sym,time,open,high,low,close,volume
BTCUSD,2019-10-12D20:00:00.000000000,8386.5,8407,8292.56,8316,658.8319
BTCUSD,2019-10-13D00:00:00.000000000,8316,8350,8305.51,8309.03,475.0467
BTCUSD,2019-10-13D04:00:00.000000000,8309.03,8368.26,8289,8344.95,602.443
BTCUSD,2019-10-13D08:00:00.000000000,8345,8360,8308.5,8333.45,475.4963
BTCUSD,2019-10-13D12:00:00.000000000,8333.46,8398.18,8328.01,8369.97,232.0979
BTCUSD,2019-10-13D16:00:00.000000000,8369.96,8456,8367.28,8422.41,911.8802
BTCUSD,2019-10-13D20:00:00.000000000,8422.41,8469.02,8422.41,8446.01,793.3211
BTCUSD,2019-10-14D00:00:00.000000000,8446,8446.03,8146.47,8282.97,2842.992
BTCUSD,2019-10-14D04:00:00.000000000,8282.96,8315.33,8255,8291.17,522.347
BTCUSD,2019-10-14D08:00:00.000000000,8291.16,8339.73,8281.5,8309.22,450.6746
BTCUSD,2019-10-14D12:00:00.000000000,8309.22,8330,8285.89,8294.19,287.508
BTCUSD,2019-10-14D16:00:00.000000000,8294.19,8294.19,8250,8258.49,841.5321
BTCUSD,2019-10-14D20:00:00.000000000,8258.27,8409,8215.66,8336.53,1445.466
BTCUSD,2019-10-15D00:00:00.000000000,8336.52,8357.5,8248.74,8355,914.9653
BTCUSD,2019-10-15D04:00:00.000000000,8355,8420,8314.95,8316.92,840.8772
BTCUSD,2019-10-15D08:00:00.000000000,8316.91,8337.96,8280,8287.52,522.2902
BTCUSD,2019-10-15D12:00:00.000000000,8286.89,8325.08,8265.21,8294.95,328.6591
BTCUSD,2019-10-15D16:00:00.000000000,8294.94,8379.35,8240.4,8320,1457.863
BTCUSD,2019-10-15D20:00:00.000000000,8320,8322.07,8085.65,8171.58,4130.263
BTCUSD,2019-10-16D00:00:00.000000000,8171.58,8171.58,8115.62,8162.44,1278.632
BTCUSD,2019-10-16D04:00:00.000000000,8162.44,8171.59,8143.6,8166.38,701.6457
BTCUSD,2019-10-16D08:00:00.000000000,8167.92,8171.5,8125,8138.47,423.2742
BTCUSD,2019-10-16D12:00:00.000000000,8134.93,8159.69,8000,8049.38,1376.841
BTCUSD,2019-10-16D16:00:00.000000000,8049.37,8049.37,7928.01,7950.8,3243.059
BTCUSD,2019-10-16D20:00:00.000000000,7950.79,8021.65,7908.86,7954,1691.57
BTCUSD,2019-10-17D00:00:00.000000000,7953.99,8024.17,7953.99,7993.54,1053.81
BTCUSD,2019-10-17D04:00:00.000000000,7995.81,7995.81,7957.55,7970.19,559.2327
BTCUSD,2019-10-17D08:00:00.000000000,7969.84,7993.97,7937.01,7975.89,579.1868
BTCUSD,2019-10-17D12:00:00.000000000,7975.89,8111.98,7975.89,8067.05,940.1467
BTCUSD,2019-10-17D16:00:00.000000000,8067.04,8089,8015.75,8076.01,1034.896
BTCUSD,2019-10-17D20:00:00.000000000,8076,8124.42,8050,8059.75,1044.83
BTCUSD,2019-10-18D00:00:00.000000000,8059.96,8081.97,8045,8076.2,751.1964
BTCUSD,2019-10-18D04:00:00.000000000,8076.94,8117.77,8055.24,8072.59,660.9374
BTCUSD,2019-10-18D08:00:00.000000000,8072.59,8080.24,7854,7909.49,1683.271
BTCUSD,2019-10-18D12:00:00.000000000,7909.49,7931.09,7814.08,7922.01,1364.905
BTCUSD,2019-10-18D16:00:00.000000000,7922.01,7973.44,7900,7918.12,1236.233
BTCUSD,2019-10-18D20:00:00.000000000,7918.11,7989.72,7910,7954.01,1283.54
BTCUSD,2019-10-19D00:00:00.000000000,7954,7988.62,7915.88,7954.16,842.6544
BTCUSD,2019-10-19D04:00:00.000000000,7954.15,7964.97,7908.05,7950.16,544.7564
BTCUSD,2019-10-19D08:00:00.000000000,7950.15,7960,7921.06,7941.84,340.4003
BTCUSD,2019-10-19D12:00:00.000000000,7940.72,8003.7,7931.48,7953.53,512.0853
BTCUSD,2019-10-19D16:00:00.000000000,7953.55,8099.98,7873.46,7998.28,1895.125
BTCUSD,2019-10-19D20:00:00.000000000,7998.28,8003,7966.22,7983.43,779.4093
BTCUSD,2019-10-20D00:00:00.000000000,7983.43,7985.01,7906.7,7965.28,767.7128
BTCUSD,2019-10-20D04:00:00.000000000,7965.27,7965.28,7875.01,7912.36,860.6507
BTCUSD,2019-10-20D08:00:00.000000000,7911.48,7946.39,7906.36,7911.78,263.6116
BTCUSD,2019-10-20D12:00:00.000000000,7911.79,7997.92,7891.86,7942.01,412.9416
BTCUSD,2019-10-20D16:00:00.000000000,7944.99,8044.75,7944.6,8029.8,977.2193
BTCUSD,2019-10-20D20:00:00.000000000,8032.1,8247.09,8020.11,8244.62,1956.925
BTCUSD,2019-10-21D00:00:00.000000000,8244.56,8309,8185.65,8236.12,1690.7
BTCUSD,2019-10-21D04:00:00.000000000,8235.94,8271,8205.05,8237.6,968.3839
BTCUSD,2019-10-21D08:00:00.000000000,8237.6,8266.08,8217.89,8229.32,746.421
BTCUSD,2019-10-21D12:00:00.000000000,8229.32,8301.85,8200,8235,682.7503
BTCUSD,2019-10-21D16:00:00.000000000,8236.53,8349.84,8166.02,8195.67,2001.763
BTCUSD,2019-10-21D20:00:00.000000000,8195.67,8204.61,8156,8201,872.5103
BTCUSD,2019-10-22D00:00:00.000000000,8200.99,8240,8189.99,8209.92,866.9555
BTCUSD,2019-10-22D04:00:00.000000000,8209.92,8229.61,8175,8217.97,642.8395
BTCUSD,2019-10-22D08:00:00.000000000,8217.97,8239.99,8198.2,8223.51,434.2124
BTCUSD,2019-10-22D12:00:00.000000000,8223.64,8296.5,8223.64,8288.95,923.9251
BTCUSD,2019-10-22D16:00:00.000000000,8288.96,8317.14,8177.11,8220.07,1203.214
BTCUSD,2019-10-22D20:00:00.000000000,8222.65,8232.9,8160.97,8171.7,877.171
BTCUSD,2019-10-23D00:00:00.000000000,8171.7,8171.7,7998.9,8024.72,1935.611
BTCUSD,2019-10-23D04:00:00.000000000,8024,8049,7937.07,7957.67,1331.309
BTCUSD,2019-10-23D08:00:00.000000000,7956.23,7980,7923,7961.89,606.3718
BTCUSD,2019-10-23D12:00:00.000000000,7961.89,8011.33,7954.64,7968.44,645.6541
BTCUSD,2019-10-23D16:00:00.000000000,7967.85,7968.01,7402.2,7427.51,10030.97
BTCUSD,2019-10-23D20:00:00.000000000,7426.1,7534,7296.44,7488.7,4116.044
BTCUSD,2019-10-24D00:00:00.000000000,7488.7,7500,7402,7474.85,2430.553
BTCUSD,2019-10-24D04:00:00.000000000,7475.54,7499.98,7403.26,7422.36,1711.635
BTCUSD,2019-10-24D08:00:00.000000000,7422,7449.99,7359.48,7433.16,1182.038
BTCUSD,2019-10-24D12:00:00.000000000,7433.17,7488.95,7400,7439.32,756.6848
BTCUSD,2019-10-24D16:00:00.000000000,7438.6,7509.99,7416.12,7451.98,1395.217
BTCUSD,2019-10-24D20:00:00.000000000,7451.97,7488.31,7436,7487.11,1497.977
BTCUSD,2019-10-25D00:00:00.000000000,7487.22,7488.13,7428.33,7430.87,1429.37
BTCUSD,2019-10-25D04:00:00.000000000,7430.87,7467.19,7421.97,7455.01,719.6224
BTCUSD,2019-10-25D08:00:00.000000000,7455,7482.96,7389.91,7478.1,912.2917
BTCUSD,2019-10-25D12:00:00.000000000,7479.6,7648.44,7455.28,7586.52,1855.715
BTCUSD,2019-10-25D16:00:00.000000000,7586.89,8600,7586.89,8292.16,9552.988
BTCUSD,2019-10-25D20:00:00.000000000,8294.99,8800.1,8294.99,8642.81,11194.99
BTCUSD,2019-10-26D00:00:00.000000000,8642.81,8719.99,8568,8668,2862.929
BTCUSD,2019-10-26D04:00:00.000000000,8668,10540.49,8645.01,9599.25,30676.27
BTCUSD,2019-10-26D08:00:00.000000000,9602.3,9793.45,9316.6,9503.99,4294.394
BTCUSD,2019-10-26D12:00:00.000000000,9503.99,9509.98,9015,9235.01,5760.786
BTCUSD,2019-10-26D16:00:00.000000000,9235.01,9454.29,9062.02,9205.86,4960.08
BTCUSD,2019-10-26D20:00:00.000000000,9210.29,9255,8917,9021.34,5300.681
BTCUSD,2019-10-27D00:00:00.000000000,9021.34,9316.58,9018.31,9259.78,2378.499
BTCUSD,2019-10-27D04:00:00.000000000,9259.98,9395.55,9121.29,9165.88,2050.328
BTCUSD,2019-10-27D08:00:00.000000000,9165.85,9238.94,9102.33,9180.55,624.3658
BTCUSD,2019-10-27D12:00:00.000000000,9179.09,9669,9179.07,9293.67,3937.177
BTCUSD,2019-10-27D16:00:00.000000000,9291.23,9639.79,9230.89,9547.98,4633.382
BTCUSD,2019-10-27D20:00:00.000000000,9548.42,9826.72,9407.46,9741.59,4261.093
BTCUSD,2019-10-28D00:00:00.000000000,9736.1,9779.35,9450,9548.84,4133.335
BTCUSD,2019-10-28D04:00:00.000000000,9555.89,9939.69,9550,9647.38,4696.106
BTCUSD,2019-10-28D08:00:00.000000000,9647.43,9700,9350,9454.96,2747.521
BTCUSD,2019-10-28D12:00:00.000000000,9456.16,9483.48,9300,9419.99,1626.097
BTCUSD,2019-10-28D16:00:00.000000000,9420,9439.95,9261.09,9400,2271.027
BTCUSD,2019-10-28D20:00:00.000000000,9401.54,9514.18,9350.48,9420,2224.012
BTCUSD,2019-10-29D00:00:00.000000000,9417.9,9513.01,9180.59,9226.5,3172.532
BTCUSD,2019-10-29D04:00:00.000000000,9225.06,9316,9210,9299.74,1165.286
BTCUSD,2019-10-29D08:00:00.000000000,9299.73,9575,9299.54,9453.58,2460.224
BTCUSD,2019-10-29D12:00:00.000000000,9453.57,9498.85,9361,9448.3,1058.853
BTCUSD,2019-10-29D16:00:00.000000000,9448.31,9480.23,9281.46,9360.92,1754.168
BTCUSD,2019-10-29D20:00:00.000000000,9360.53,9414,9068.19,9239.86,3432.319
BTCUSD,2019-10-30D00:00:00.000000000,9236.57,9515.03,9227.74,9430.8,2770.186
BTCUSD,2019-10-30D04:00:00.000000000,9431.36,9431.36,9262.01,9293.66,1802.749
BTCUSD,2019-10-30D08:00:00.000000000,9293.58,9348.97,9160.01,9167.97,1116.789
BTCUSD,2019-10-30D12:00:00.000000000,9172.38,9255,9015,9107.66,1636.439
BTCUSD,2019-10-30D16:00:00.000000000,9107.74,9179.99,8991.33,9103.56,2544.83
