sym,time,open,high,low,close,volume
BTCUSD,2019-12-13D18:45:00.000000000,7269.58,7270,7262.78,7268.01,43.29501
BTCUSD,2019-12-13D19:00:00.000000000,7268.02,7269.06,7218.23,7231.28,204.9893
BTCUSD,2019-12-13D19:15:00.000000000,7231.27,7234.76,7225,7233.54,75.74105
BTCUSD,2019-12-13D19:30:00.000000000,7234.45,7289.99,7233.5,7252.36,493.9942
BTCUSD,2019-12-13D19:45:00.000000000,7252.36,7262.81,7252.36,7261.72,51.14394
BTCUSD,2019-12-13D20:00:00.000000000,7261.72,7262.81,7247.14,7247.15,63.53325
BTCUSD,2019-12-13D20:15:00.000000000,7247.15,7263.53,7247.14,7256.89,37.74939
BTCUSD,2019-12-13D20:30:00.000000000,7256.88,7259.89,7245.76,7249.99,21.90495
BTCUSD,2019-12-13D20:45:00.000000000,7249.99,7258.26,7247.31,7258.26,31.20343
BTCUSD,2019-12-13D21:00:00.000000000,7258.25,7260,7249.9,7255.81,53.91347
BTCUSD,2019-12-13D21:15:00.000000000,7255.81,7255.81,7239.71,7247.31,51.99153
BTCUSD,2019-12-13D21:30:00.000000000,7246.71,7250.9,7238.02,7241.29,42.7525
BTCUSD,2019-12-13D21:45:00.000000000,7240.56,7241.3,7234.25,7240.22,39.82836
BTCUSD,2019-12-13D22:00:00.000000000,7240.22,7241.3,7236.95,7239.69,49.34074
BTCUSD,2019-12-13D22:15:00.000000000,7240.42,7240.82,7231.5,7237.17,53.23362
BTCUSD,2019-12-13D22:30:00.000000000,7237.16,7250,7237.15,7247.34,152.7442
BTCUSD,2019-12-13D22:45:00.000000000,7247.32,7247.32,7220.95,7231.31,161.334
BTCUSD,2019-12-13D23:00:00.000000000,7230.86,7239.43,7228.59,7238.45,30.74079
BTCUSD,2019-12-13D23:15:00.000000000,7238.45,7239.68,7232.04,7234.01,48.34438
BTCUSD,2019-12-13D23:30:00.000000000,7234,7242.66,7232.28,7239.89,39.47367
BTCUSD,2019-12-13D23:45:00.000000000,7239.89,7246.11,7239.88,7246.09,26.09674
BTCUSD,2019-12-14D00:00:00.000000000,7246.09,7249.99,7246,7249.9,23.99035
BTCUSD,2019-12-14D00:15:00.000000000,7249.9,7250,7244,7245,26.2329
BTCUSD,2019-12-14D00:30:00.000000000,7246.39,7247.42,7242.28,7244.17,15.78861
